fid,lichen_species,lichen_notes,quadrat_id,obs_id,conf_level,l_frequency,morphotypes,rainforest_indicators_morphotypes,rainforest_indicators_rainforest_indicator
569,ochrolechia_androgyna,,RR1_TE_QN,RR1_TE_QN_L_20260713_141818199,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,0
570,parmelia_sulcata,,RR1_TE_QN,RR1_TE_QN_L_20260713_141818215,high_conf,3,foliose_chlorolichen,foliose_chlorolichen,0
571,cladonia_sp,,RR1_TE_QN,RR1_TE_QN_L_20260713_141818215,high_conf,2,squamulose_chlorolichen,squamulose_chlorolichen,0
572,lepraria_sp,,RR1_TE_QN,RR1_TE_QN_L_20260713_141818231,med_conf,2,leprose_chlorolichen,leprose_chlorolichen,0
573,lobaria_pulmonaria,,RR1_TE_QS,RR1_TE_QS_L_20260713_141818231,high_conf,5,foliose_cyanolichen,foliose_cyanolichen,1
574,parmelia_sulcata,,RR1_TE_QS,RR1_TE_QS_L_20260713_141818247,high_conf,2,foliose_chlorolichen,foliose_chlorolichen,0
575,ochrolechia_androgyna,,RR1_TE_QS,RR1_TE_QS_L_20260713_141818247,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
576,lobaria_pulmonaria,,RR1_TE_QE,RR1_TE_QE_L_20260713_141818263,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
577,parmelia_sulcata,,RR1_TE_QE,RR1_TE_QE_L_20260713_141818279,high_conf,3,foliose_chlorolichen,foliose_chlorolichen,0
578,cladonia_sp,,RR1_TE_QE,RR1_TE_QE_L_20260713_141818281,high_conf,2,squamulose_chlorolichen,squamulose_chlorolichen,0
579,diarthonis_spadicea,,RR1_TE_QE,RR1_TE_QE_L_20260713_141818294,low_conf,1,crustose_chlorolichen,crustose_chlorolichen,0
580,lecanactis_abietina,,RR1_TE_QE,RR1_TE_QE_L_20260713_141818294,med_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
581,eopyrenula_grandicula,,RR1_TN_QE,RR1_TN_QE_L_20260713_141818310,med_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
582,eopyrenula_grandicula,,RR1_TN_QS,RR1_TN_QS_L_20260713_141818320,med_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
583,eopyrenula_grandicula,,RR1_TN_QW,RR1_TN_QW_L_20260713_141818326,med_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
584,hypotrachyna_laevigata,,RR1_TN_QW,RR1_TN_QW_L_20260713_141818326,med_conf,1,foliose_chlorolichen,foliose_chlorolichen,1
585,eopyrenula_grandicula,,RR1_TN_QN,RR1_TN_QN_L_20260713_141818342,med_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
586,hypotrachyna_laevigata,,RR1_TN_QN,RR1_TN_QN_L_20260713_141818358,med_conf,1,foliose_chlorolichen,foliose_chlorolichen,1
587,ochrolechia_androgyna,,RR1_TS_QN,RR1_TS_QN_L_20260713_141818361,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
588,lecanactis_abietina,,RR1_TS_QN,RR1_TS_QN_L_20260713_141818374,med_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
589,lecanactis_abietina,,RR1_TS_QE,RR1_TS_QE_L_20260713_141818374,med_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
590,cladonia_coniocraea,,RR1_TS_QE,RR1_TS_QE_L_20260713_141818390,high_conf,2,foliose_chlorolichen,foliose_chlorolichen,0
591,normandina_pulchella,,RR1_TS_QE,RR1_TS_QE_L_20260713_141818390,high_conf,2,squamulose_cyanolichen,squamulose_chlorolichen,1
592,ochrolechia_androgyna,,RR1_TS_QE,RR1_TS_QE_L_20260713_141818406,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,0
593,lecanactis_abietina,,RR1_TS_QS,RR1_TS_QS_L_20260713_141818406,med_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
594,cladonia_coniocraea,,RR1_TS_QS,RR1_TS_QS_L_20260713_141818421,high_conf,4,foliose_chlorolichen,foliose_chlorolichen,0
595,ochrolechia_androgyna,,RR1_TS_QS,RR1_TS_QS_L_20260713_141818431,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,0
596,parmelia_sulcata,,RR1_TS_QS,RR1_TS_QS_L_20260713_141818439,high_conf,3,foliose_chlorolichen,foliose_chlorolichen,0
597,parmelia_sulcata,,RR1_TS_QW,RR1_TS_QW_L_20260713_141818439,high_conf,4,foliose_chlorolichen,foliose_chlorolichen,0
598,ochrolechia_androgyna,,RR1_TS_QW,RR1_TS_QW_L_20260713_141818454,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
599,lecanactis_abietina,,RR1_TS_QW,RR1_TS_QW_L_20260713_141818461,med_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
600,cladonia_coniocraea,,RR1_TS_QW,RR1_TS_QW_L_20260713_141818471,high_conf,1,foliose_chlorolichen,foliose_chlorolichen,0
601,lobaria_pulmonaria,,RR1_TW_QW,RR1_TW_QW_L_20260713_141818471,high_conf,3,foliose_cyanolichen,foliose_cyanolichen,1
602,ricasolia_virens,,RR1_TW_QW,RR1_TW_QW_L_20260713_141818485,high_conf,4,foliose_cyanolichen,foliose_cyanolichen,1
603,lecanactis_abietina,,RR1_TW_QW,RR1_TW_QW_L_20260713_141818485,med_conf,2,crustose_chlorolichen,crustose_chlorolichen,0
604,graphis_elegans,,RR1_TW_QW,RR1_TW_QW_L_20260713_141818504,med_conf,2,crustose_chlorolichen,crustose_chlorolichen,1
605,lobarina_scrobiculata,,RR1_TW_QN,RR1_TW_QN_L_20260713_141818516,high_conf,4,foliose_cyanolichen,foliose_cyanolichen,1
606,ricasolia_virens,,RR1_TW_QN,RR1_TW_QN_L_20260713_141818521,high_conf,3,foliose_cyanolichen,foliose_cyanolichen,1
607,lecanactis_abietina,,RR1_TW_QN,RR1_TW_QN_L_20260713_141818532,med_conf,1,crustose_chlorolichen,crustose_chlorolichen,0
608,lobaria_pulmonaria,,RR1_TW_QE,RR1_TW_QE_L_20260713_141818532,high_conf,4,foliose_cyanolichen,foliose_cyanolichen,1
609,ricasolia_virens,,RR1_TW_QE,RR1_TW_QE_L_20260713_141818548,high_conf,3,foliose_cyanolichen,foliose_cyanolichen,1
610,lecanactis_abietina,,RR1_TW_QE,RR1_TW_QE_L_20260713_141818562,med_conf,4,crustose_chlorolichen,crustose_chlorolichen,0
611,lobaria_pulmonaria,,RR1_TW_QS,RR1_TW_QS_L_20260713_141818571,high_conf,5,foliose_cyanolichen,foliose_cyanolichen,1
612,lecanactis_abietina,,RR1_TW_QS,RR1_TW_QS_L_20260713_141818580,med_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
613,ricasolia_virens,,RR1_TW_QS,RR1_TW_QS_L_20260713_141818588,high_conf,3,foliose_cyanolichen,foliose_cyanolichen,1
614,ochrolechia_androgyna,,RR1_TW_QS,RR1_TW_QS_L_20260713_141818596,high_conf,1,crustose_chlorolichen,crustose_chlorolichen,0
615,ochrolechia_androgyna,,BG3_TE_QS,BG3_TE_QS_L_20260713_141818596,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
616,ochrolechia_androgyna,,BG3_TE_QW,BG3_TE_QW_L_20260713_141818612,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
617,ochrolechia_tartarea,,BG3_TE_QW,BG3_TE_QW_L_20260713_141818621,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,1
618,ochrolechia_androgyna,,BG3_TE_QN,BG3_TE_QN_L_20260713_141818628,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
619,ochrolechia_tartarea,,BG3_TE_QN,BG3_TE_QN_L_20260713_141818628,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,1
620,ochrolechia_androgyna,,BG3_TE_QE,BG3_TE_QE_L_20260713_141818644,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,0
621,ochrolechia_tartarea,,BG3_TE_QE,BG3_TE_QE_L_20260713_141818654,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,1
622,ochrolechia_tartarea,,BG3_TN_QN,BG3_TN_QN_L_20260713_141818662,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,1
623,hypotrachyna_laevigata,,BG3_TN_QN,BG3_TN_QN_L_20260713_141818675,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
624,platismatia_glauca,,BG3_TN_QN,BG3_TN_QN_L_20260713_141818675,med_conf,1,foliose_chlorolichen,foliose_chlorolichen,1
625,cladonia_chlorophaea_s._lat.,,BG3_TN_QN,BG3_TN_QN_L_20260713_141818692,high_conf,3,foliose_chlorolichen,foliose_chlorolichen,0
626,cladonia_sp,"Different, squamulose. Probably coniocracea.",BG3_TN_QN,BG3_TN_QN_L_20260713_141818692,high_conf,2,squamulose_chlorolichen,squamulose_chlorolichen,0
627,ochrolechia_tartarea,,BG3_TN_QW,BG3_TN_QW_L_20260713_141818707,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,1
628,ochrolechia_androgyna,,BG3_TN_QW,BG3_TN_QW_L_20260713_141818707,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
629,hypotrachyna_laevigata,,BG3_TN_QW,BG3_TN_QW_L_20260713_141818723,high_conf,3,foliose_chlorolichen,foliose_chlorolichen,1
630,parmelia_saxatilis_s._lat.,,BG3_TN_QW,BG3_TN_QW_L_20260713_141818723,high_conf,3,foliose_chlorolichen,foliose_chlorolichen,0
631,cladonia_sp,,BG3_TN_QW,BG3_TN_QW_L_20260713_141818739,high_conf,1,squamulose_chlorolichen,squamulose_chlorolichen,0
632,ochrolechia_tartarea,,BG3_TN_QS,BG3_TN_QS_L_20260713_141818751,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,1
633,ochrolechia_androgyna,,BG3_TN_QS,BG3_TN_QS_L_20260713_141818762,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
634,parmelia_saxatilis_s._lat.,,BG3_TN_QS,BG3_TN_QS_L_20260713_141818762,high_conf,4,foliose_chlorolichen,foliose_chlorolichen,0
635,hypotrachyna_laevigata,,BG3_TN_QS,BG3_TN_QS_L_20260713_141818771,high_conf,2,foliose_chlorolichen,foliose_chlorolichen,1
636,ochrolechia_androgyna,,BG3_TN_QE,BG3_TN_QE_L_20260713_141818787,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
637,ochrolechia_tartarea,,BG3_TN_QE,BG3_TN_QE_L_20260713_141818791,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,1
638,parmelia_saxatilis_s._lat.,,BG3_TN_QE,BG3_TN_QE_L_20260713_141818803,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
639,lichen_(unidentified),"In cell 1. Whitish color with black circular apothacea, very slight raised margins around apothacea.",BG3_TN_QE,BG3_TN_QE_L_20260713_141818803,low_conf,1,crustose_unknown_photobiont,,0
640,cladonia_coniocraea,,BG3_TN_QE,BG3_TN_QE_L_20260713_141818820,high_conf,3,foliose_chlorolichen,foliose_chlorolichen,0
641,ochrolechia_tartarea,,BG3_TS_QS,BG3_TS_QS_L_20260713_141818820,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,1
642,ochrolechia_androgyna,,BG3_TS_QS,BG3_TS_QS_L_20260713_141818836,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
643,ochrolechia_androgyna,,BG3_TS_QE,BG3_TS_QE_L_20260713_141818836,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
644,ochrolechia_tartarea,,BG3_TS_QE,BG3_TS_QE_L_20260713_141818854,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,1
645,parmelia_saxatilis_s._lat.,,BG3_TS_QE,BG3_TS_QE_L_20260713_141818866,high_conf,2,foliose_chlorolichen,foliose_chlorolichen,0
646,usnea_subfloridana,,BG3_TS_QE,BG3_TS_QE_L_20260713_141818866,med_conf,2,fruticose_chlorolichen,fruticose_chlorolichen,1
647,ochrolechia_tartarea,,BG3_TS_QN,BG3_TS_QN_L_20260713_141818888,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,1
648,parmelia_saxatilis_s._lat.,,BG3_TS_QN,BG3_TS_QN_L_20260713_141818898,high_conf,1,foliose_chlorolichen,foliose_chlorolichen,0
649,lepraria_sp,,BG3_TS_QN,BG3_TS_QN_L_20260713_141818904,med_conf,1,leprose_chlorolichen,leprose_chlorolichen,0
650,ochrolechia_tartarea,,BG3_TS_QW,BG3_TS_QW_L_20260713_141818914,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,1
651,lepra_albescens_var._albescens,,BG3_TW_QE,BG3_TW_QE_L_20260713_141818921,med_conf,4,crustose_chlorolichen,crustose_chlorolichen,0
652,ochrolechia_tartarea,,BG3_TW_QE,BG3_TW_QE_L_20260713_141818930,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,1
653,platismatia_glauca,,BG3_TW_QE,BG3_TW_QE_L_20260713_141818940,high_conf,1,foliose_chlorolichen,foliose_chlorolichen,1
654,parmelia_sulcata,,BG3_TW_QE,BG3_TW_QE_L_20260713_141818951,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
655,ochrolechia_tartarea,,BG3_TW_QS,BG3_TW_QS_L_20260713_141818951,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,1
656,ochrolechia_androgyna,,BG3_TW_QS,BG3_TW_QS_L_20260713_141818962,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
657,cladonia_chlorophaea_s._lat.,,BG3_TW_QS,BG3_TW_QS_L_20260713_141818962,high_conf,1,foliose_chlorolichen,foliose_chlorolichen,0
658,cladonia_coniocraea,,BG3_TW_QS,BG3_TW_QS_L_20260713_141818978,high_conf,2,foliose_chlorolichen,foliose_chlorolichen,0
659,parmelia_sulcata,,BG3_TW_QS,BG3_TW_QS_L_20260713_141818988,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
660,ochrolechia_androgyna,,BG3_TW_QW,BG3_TW_QW_L_20260713_141818994,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
661,ochrolechia_tartarea,,BG3_TW_QW,BG3_TW_QW_L_20260713_141818994,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,1
662,parmelia_sulcata,,BG3_TW_QW,BG3_TW_QW_L_20260713_141819010,high_conf,3,foliose_chlorolichen,foliose_chlorolichen,0
663,lepraria_sp,,BG3_TW_QW,BG3_TW_QW_L_20260713_141819026,med_conf,4,leprose_chlorolichen,leprose_chlorolichen,0
664,ochrolechia_androgyna,,BG3_TW_QN,BG3_TW_QN_L_20260713_141819026,med_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
665,parmelia_sulcata,,BG3_TW_QN,BG3_TW_QN_L_20260713_141819044,med_conf,2,foliose_chlorolichen,foliose_chlorolichen,0
666,ochrolechia_androgyna,,AGG4_TE_QS,AGG4_TE_QS_L_20260713_141819052,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
667,cladonia_coniocraea,,AGG4_TE_QS,AGG4_TE_QS_L_20260713_141819061,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
668,parmelia_sulcata,,AGG4_TE_QS,AGG4_TE_QS_L_20260713_141819070,high_conf,4,foliose_chlorolichen,foliose_chlorolichen,0
669,ochrolechia_androgyna,,AGG4_TE_QE,AGG4_TE_QE_L_20260713_141819079,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
670,cladonia_coniocraea,,AGG4_TE_QE,AGG4_TE_QE_L_20260713_141819088,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
671,parmelia_sulcata,,AGG4_TE_QE,AGG4_TE_QE_L_20260713_141819090,high_conf,3,foliose_chlorolichen,foliose_chlorolichen,0
672,cladonia_coniocraea,,AGG4_TE_QN,AGG4_TE_QN_L_20260713_141819106,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
673,ochrolechia_androgyna,,AGG4_TE_QN,AGG4_TE_QN_L_20260713_141819111,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
674,parmelia_sulcata,,AGG4_TE_QN,AGG4_TE_QN_L_20260713_141819123,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
675,lepraria_sp,,AGG4_TE_QN,AGG4_TE_QN_L_20260713_141819123,med_conf,2,leprose_chlorolichen,leprose_chlorolichen,0
676,sphaerophorus_fragilis,,AGG4_TE_QN,AGG4_TE_QN_L_20260713_141819138,high_conf,1,fruticose_chlorolichen,fruticose_chlorolichen,1
677,parmelia_sulcata,,AGG4_TE_QW,AGG4_TE_QW_L_20260713_141819138,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
678,ochrolechia_androgyna,,AGG4_TE_QW,AGG4_TE_QW_L_20260713_141819154,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,0
679,ochrolechia_tartarea,,AGG4_TE_QW,AGG4_TE_QW_L_20260713_141819163,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,1
680,sphaerophorus_globosus,,AGG4_TE_QW,AGG4_TE_QW_L_20260713_141819170,high_conf,1,fruticose_chlorolichen,fruticose_chlorolichen,1
681,ochrolechia_androgyna,,AGG4_TN_QS,AGG4_TN_QS_L_20260713_141819170,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
682,glaucomaria_carpinea,,AGG4_TN_QS,AGG4_TN_QS_L_20260713_141819186,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,0
683,lecanora_chlarotera_s._lat.,,AGG4_TN_QS,AGG4_TN_QS_L_20260713_141819186,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
684,usnea_sp,,AGG4_TN_QS,AGG4_TN_QS_L_20260713_141819202,high_conf,1,fruticose_chlorolichen,fruticose_chlorolichen,1
685,pyrenula_macrospora,,AGG4_TN_QS,AGG4_TN_QS_L_20260713_141819202,med_conf,4,crustose_chlorolichen,crustose_chlorolichen,1
686,ochrolechia_androgyna,,AGG4_TN_QW,AGG4_TN_QW_L_20260713_141819218,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
687,hypotrachyna_laevigata,,AGG4_TN_QW,AGG4_TN_QW_L_20260713_141819234,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
688,melanelixia_glabratula,,AGG4_TN_QW,AGG4_TN_QW_L_20260713_141819237,high_conf,1,foliose_chlorolichen,foliose_chlorolichen,0
689,cladonia_sp,,AGG4_TN_QW,AGG4_TN_QW_L_20260713_141819250,high_conf,3,squamulose_chlorolichen,squamulose_chlorolichen,0
690,hypotrachyna_laevigata,,AGG4_TN_QN,AGG4_TN_QN_L_20260713_141819250,high_conf,4,foliose_chlorolichen,foliose_chlorolichen,1
691,ochrolechia_androgyna,,AGG4_TN_QN,AGG4_TN_QN_L_20260713_141819267,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
692,lobaria_pulmonaria,,AGG4_TN_QN,AGG4_TN_QN_L_20260713_141819267,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
693,sphaerophorus_fragilis,,AGG4_TN_QN,AGG4_TN_QN_L_20260713_141819286,high_conf,1,fruticose_chlorolichen,fruticose_chlorolichen,1
694,cladonia_coniocraea,,AGG4_TN_QN,AGG4_TN_QN_L_20260713_141819296,high_conf,3,foliose_chlorolichen,foliose_chlorolichen,0
695,sticta_sylvatica,,AGG4_TN_QN,AGG4_TN_QN_L_20260713_141819305,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
696,parmelia_sulcata,,AGG4_TN_QE,AGG4_TN_QE_L_20260713_141819313,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
697,cladonia_sp,,AGG4_TN_QE,AGG4_TN_QE_L_20260713_141819323,high_conf,1,squamulose_chlorolichen,squamulose_chlorolichen,0
698,ochrolechia_tartarea,,AGG4_TN_QE,AGG4_TN_QE_L_20260713_141819328,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,1
699,ochrolechia_androgyna,,AGG4_TN_QE,AGG4_TN_QE_L_20260713_141819328,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,0
700,parmelia_sulcata,,AGG4_TS_QN,AGG4_TS_QN_L_20260713_141819344,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
701,ochrolechia_androgyna,,AGG4_TS_QN,AGG4_TS_QN_L_20260713_141819344,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
702,cladonia_sp,,AGG4_TS_QN,AGG4_TS_QN_L_20260713_141819363,high_conf,4,squamulose_chlorolichen,squamulose_chlorolichen,0
703,parmelia_sulcata,,AGG4_TS_QE,AGG4_TS_QE_L_20260713_141819376,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
704,melanelixia_glabratula,,AGG4_TS_QE,AGG4_TS_QE_L_20260713_141819376,high_conf,1,foliose_chlorolichen,foliose_chlorolichen,0
705,normandina_pulchella,,AGG4_TS_QE,AGG4_TS_QE_L_20260713_141819392,high_conf,2,squamulose_cyanolichen,squamulose_chlorolichen,1
706,cladonia_sp,,AGG4_TS_QE,AGG4_TS_QE_L_20260713_141819392,high_conf,3,squamulose_chlorolichen,squamulose_chlorolichen,0
707,lepraria_sp,,AGG4_TS_QE,AGG4_TS_QE_L_20260713_141819408,high_conf,5,leprose_chlorolichen,leprose_chlorolichen,0
708,cladonia_coniocraea,,AGG4_TS_QS,AGG4_TS_QS_L_20260713_141819408,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
709,parmelia_sulcata,,AGG4_TS_QS,AGG4_TS_QS_L_20260713_141819424,high_conf,1,foliose_chlorolichen,foliose_chlorolichen,0
710,usnea_subfloridana,,AGG4_TS_QS,AGG4_TS_QS_L_20260713_141819424,high_conf,1,fruticose_chlorolichen,fruticose_chlorolichen,1
711,ochrolechia_androgyna,,AGG4_TS_QS,AGG4_TS_QS_L_20260713_141819440,med_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
712,ochrolechia_androgyna,,AGG4_TS_QW,AGG4_TS_QW_L_20260713_141819456,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
713,cladonia_sp,,AGG4_TS_QW,AGG4_TS_QW_L_20260713_141819463,high_conf,5,squamulose_chlorolichen,squamulose_chlorolichen,0
714,parmelia_sulcata,,AGG4_TS_QW,AGG4_TS_QW_L_20260713_141819472,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
715,ochrolechia_androgyna,,RA1_TE_QW,RA1_TE_QW_L_20260713_141819472,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,0
716,menegazzia_terebrata,,RA1_TE_QW,RA1_TE_QW_L_20260713_141819487,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
717,parmelia_sulcata,,RA1_TE_QW,RA1_TE_QW_L_20260713_141819487,high_conf,2,foliose_chlorolichen,foliose_chlorolichen,0
718,cladonia_coniocraea,,RA1_TE_QW,RA1_TE_QW_L_20260713_141819503,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
719,sphaerophorus_globosus,,RA1_TE_QW,RA1_TE_QW_L_20260713_141819503,med_conf,2,fruticose_chlorolichen,fruticose_chlorolichen,1
720,usnea_cornuta_s._lat.,,RA1_TE_QW,RA1_TE_QW_L_20260713_141819521,high_conf,1,fruticose_chlorolichen,fruticose_chlorolichen,1
721,lepraria_sp,,RA1_TE_QN,RA1_TE_QN_L_20260713_141819535,high_conf,3,leprose_chlorolichen,leprose_chlorolichen,0
722,cladonia_sp,,RA1_TE_QN,RA1_TE_QN_L_20260713_141819535,high_conf,5,squamulose_chlorolichen,squamulose_chlorolichen,0
723,usnea_cornuta_s._lat.,,RA1_TE_QN,RA1_TE_QN_L_20260713_141819554,high_conf,1,fruticose_chlorolichen,fruticose_chlorolichen,1
724,lepraria_sp,,RA1_TE_QE,RA1_TE_QE_L_20260713_141819561,high_conf,3,leprose_chlorolichen,leprose_chlorolichen,0
725,normandina_pulchella,,RA1_TE_QE,RA1_TE_QE_L_20260713_141819569,high_conf,5,squamulose_cyanolichen,squamulose_chlorolichen,1
726,cladonia_coniocraea,,RA1_TE_QE,RA1_TE_QE_L_20260713_141819576,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
727,usnea_cornuta_s._lat.,,RA1_TE_QE,RA1_TE_QE_L_20260713_141819591,high_conf,2,fruticose_chlorolichen,fruticose_chlorolichen,1
728,usnea_subfloridana,,RA1_TE_QE,RA1_TE_QE_L_20260713_141819603,high_conf,1,fruticose_chlorolichen,fruticose_chlorolichen,1
729,lepra_albescens_var._albescens,,RA1_TE_QE,RA1_TE_QE_L_20260713_141819613,med_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
730,cladonia_coniocraea,,RA1_TE_QS,RA1_TE_QS_L_20260713_141819622,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
731,ochrolechia_androgyna,,RA1_TE_QS,RA1_TE_QS_L_20260713_141819629,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
732,hypotrachyna_laevigata,,RA1_TE_QS,RA1_TE_QS_L_20260713_141819639,med_conf,3,foliose_chlorolichen,foliose_chlorolichen,1
733,thelotrema_lepadinum,,RA1_TE_QS,RA1_TE_QS_L_20260713_141819649,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,1
734,mycoblastus_sanguinarius_f._sanguinarius,,RA1_TE_QS,RA1_TE_QS_L_20260713_141819658,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,0
735,usnea_cornuta_s._lat.,,RA1_TE_QS,RA1_TE_QS_L_20260713_141819669,high_conf,1,fruticose_chlorolichen,fruticose_chlorolichen,1
736,cladonia_chlorophaea_s._lat.,,RA1_TN_QS,RA1_TN_QS_L_20260713_141819677,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
737,lepraria_sp,,RA1_TN_QS,RA1_TN_QS_L_20260713_141819685,high_conf,1,leprose_chlorolichen,leprose_chlorolichen,0
738,thelotrema_lepadinum,,RA1_TN_QS,RA1_TN_QS_L_20260713_141819693,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,1
739,lecanora_sp,,RA1_TN_QS,RA1_TN_QS_L_20260713_141819701,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,0
740,pannaria_rubiginosa,,RA1_TN_QS,RA1_TN_QS_L_20260713_141819711,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
741,parmelia_saxatilis_s._lat.,,RA1_TN_QS,RA1_TN_QS_L_20260713_141819719,med_conf,4,foliose_chlorolichen,foliose_chlorolichen,0
742,normandina_pulchella,,RA1_TN_QS,RA1_TN_QS_L_20260713_141819727,high_conf,3,squamulose_cyanolichen,squamulose_chlorolichen,1
743,mycoblastus_sanguinarius_f._sanguinarius,,RA1_TN_QE,RA1_TN_QE_L_20260713_141819735,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
744,normandina_pulchella,,RA1_TN_QE,RA1_TN_QE_L_20260713_141819747,high_conf,5,squamulose_cyanolichen,squamulose_chlorolichen,1
745,cladonia_chlorophaea_s._lat.,,RA1_TN_QE,RA1_TN_QE_L_20260713_141819755,high_conf,3,foliose_chlorolichen,foliose_chlorolichen,0
746,cladonia_coniocraea,,RA1_TN_QE,RA1_TN_QE_L_20260713_141819763,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
747,pannaria_conoplea,,RA1_TN_QE,RA1_TN_QE_L_20260713_141819771,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
748,graphis_scripta_s._lat.,,RA1_TN_QE,RA1_TN_QE_L_20260713_141819779,high_conf,1,crustose_chlorolichen,crustose_chlorolichen,0
749,cladonia_chlorophaea_s._lat.,,RA1_TN_QW,RA1_TN_QW_L_20260713_141819791,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
